Games before prediction,Accuracy,Euclidean Error
0,0.5656402303943288,1.06073414132
1,0.7614071038251367,0.830277408796
2,0.7844028103044496,0.794819928222
3,0.797854387656702,0.777623135275
4,0.8025086934923,0.774377584699
