Games before prediction,Accuracy,Euclidean Error
0,0.3072441293752769,0.697390599914
1,0.3693533697632059,0.640031348868
2,0.41779859484777515,0.606500369254
3,0.45937801350048213,0.579447892192
4,0.4604321907600596,0.570549635212
5,0.4818135245901639,0.557906329403
6,0.4564516129032258,0.577055703527
7,0.4884972677595628,0.555142323152
8,0.4930469191633692,0.549249966749
9,0.4950526932084309,0.546059231232
