Games before prediction,Accuracy,Euclidean Error
0,0.4129596809924678,1.19767855959
1,0.545127504553734,1.07793098314
2,0.5977049180327869,1.02701325651
3,0.6245178399228544,1.00225331337
4,0.637779433681073,0.984695841403
5,0.6365010245901639,0.986873266079
6,0.621602326811211,1.00456936274
7,0.6401366120218579,0.98347388675
8,0.6528547201808932,0.968880115837
9,0.6436768149882903,0.978499405511
