Games before prediction,Accuracy,Euclidean Error
1,0.9495446265938069,0.635223946878
2,0.9568384074941452,0.630813095078
3,0.9541465766634523,0.633164745194
4,0.9541480377545951,0.63378060228
5,0.9493340163934426,0.637418831783
6,0.9435483870967742,0.641305250085
7,0.9443715846994536,0.640674342205
